index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
87042,SpiceJet,SG-401,Bangalore,Early_Morning,one,Night,Delhi,Economy,17.83,17,3762
87100,SpiceJet,SG-5013,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,17,4756
87101,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,17,4756
87102,SpiceJet,SG-5006,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,17,4756
87103,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,17,4756
87141,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,17,5267
87142,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,17,5267
87148,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,17,5654
87176,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,17,11838
87182,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,17,12855
87184,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,17,15165
87185,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,17,16635
87215,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,18,3216
87216,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,18,3216
87217,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,18,3234
87239,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,18,3756
87325,SpiceJet,SG-5013,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,18,4756
87326,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,18,4756
87327,SpiceJet,SG-5006,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,18,4756
87328,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,18,4756
87329,SpiceJet,SG-5002,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,18,4756
87330,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,18,4756
87365,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,18,5267
87375,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,18,5654
87376,SpiceJet,SG-209,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.83,18,5654
87377,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,18,5654
87378,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,18,5654
87407,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,18,12855
87408,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,18,12855
87411,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,18,15165
87506,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,19,3797
87507,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,19,3797
87509,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,19,4336
87510,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,19,4336
87552,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,19,4756
87553,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,19,4756
87554,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,19,4756
87599,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,19,5654
87600,SpiceJet,SG-209,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.83,19,5654
87601,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,19,5654
87602,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,19,5654
87608,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,19,5971
87620,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,19,10636
87622,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,19,11476
87625,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,19,13366
87713,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,20,3797
87714,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,20,3797
87720,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,20,4336
87721,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,20,4336
87770,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,20,4756
87771,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,20,4756
87772,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,20,4756
87811,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,20,5654
87812,SpiceJet,SG-468,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.67,20,5654
87813,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,20,5654
87814,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,20,5654
87815,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,20,5654
87816,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,20,5654
87839,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,20,8116
87843,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,20,11476
87938,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,21,3797
87939,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,21,3797
87940,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,21,3814
87945,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,21,4336
87983,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,21,4756
87984,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,21,4756
87985,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,21,4756
88022,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,21,5654
88023,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,21,5654
88024,SpiceJet,SG-209,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.83,21,5654
88025,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,21,5654
88026,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,21,5654
88027,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,21,5654
88033,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,21,5971
88048,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,21,10636
88131,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,22,3797
88132,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,22,3797
88137,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,22,4336
88138,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,22,4336
88188,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,22,4756
88189,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,22,4756
88190,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,22,4756
88237,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,22,5654
88238,SpiceJet,SG-468,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.67,22,5654
88239,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,22,5654
88240,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,22,5654
88241,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,22,5654
88242,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,22,5654
88246,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,22,5971
88261,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,22,8116
88345,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,23,3797
88346,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,23,3797
88394,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,23,4756
88395,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,23,4756
88396,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,23,4756
88443,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,23,5654
88444,SpiceJet,SG-209,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.83,23,5654
88445,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,23,5654
88446,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,23,5654
88567,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,24,3797
88568,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,24,3797
88569,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,24,3814
88571,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,24,4336
88605,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,24,4756
88606,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,24,4756
88607,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,24,4756
88659,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,24,5654
88660,SpiceJet,SG-468,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.67,24,5654
88661,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,24,5654
88662,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,24,5654
88663,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,24,5654
88678,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,24,8116
88682,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,24,11476
88685,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,24,12316
88790,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,25,3797
88791,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,25,3797
88792,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,25,3814
88793,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,25,3814
88834,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,25,4756
88835,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,25,4756
88836,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,25,4756
88881,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,25,5654
88882,SpiceJet,SG-468,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.67,25,5654
88883,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,25,5654
88884,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,25,5654
88885,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,25,5654
88886,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,25,5654
88905,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,25,8116
88906,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,25,9166
89014,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,26,3797
89015,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,26,3814
89016,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,26,3814
89058,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,26,4756
89059,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,26,4756
89060,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,26,4756
89090,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,26,4862
89107,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,26,5654
89108,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,26,5654
89109,SpiceJet,SG-209,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.83,26,5654
89110,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,26,5654
89111,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,26,5654
89112,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,26,5654
89116,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,26,5971
89122,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,26,6601
89225,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,27,3797
89226,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,27,3797
89227,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,27,3814
89230,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,27,4336
89272,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,27,4756
89273,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,27,4756
89274,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,27,4756
89318,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,27,5654
89319,SpiceJet,SG-468,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.67,27,5654
89320,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,27,5654
89321,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,27,5654
89322,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,27,5654
89323,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,27,5654
89329,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,27,5971
89333,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,27,6285
89439,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,28,3797
89440,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,28,3814
89441,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,28,3814
89483,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,28,4756
89484,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,28,4756
89485,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,28,4756
89518,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,28,5492
89524,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,28,5654
89525,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,28,5654
89526,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,28,5654
89527,SpiceJet,SG-209,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.83,28,5654
89528,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,28,5654
89529,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,28,5654
89530,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,28,5654
89532,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,28,6285
89624,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,29,3797
89632,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,29,4336
89633,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,29,4336
89679,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,29,4756
89680,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,29,4756
89681,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,29,4756
89719,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,29,4862
89733,SpiceJet,SG-468,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.67,29,5654
89734,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,29,5654
89735,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,29,5654
89736,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,29,5654
89737,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,29,5654
89738,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,29,5654
89744,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,29,6285
89745,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,29,6285
89840,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,30,3797
89847,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,30,4280
89888,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,30,4756
89889,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,30,4756
89890,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,30,4756
89943,SpiceJet,SG-209,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.83,30,5654
89944,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,30,5654
89959,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,30,7292
89968,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,30,7696
90001,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,31,3466
90004,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,31,3466
90035,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,31,3754
90036,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,31,3754
90132,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,31,4500
90133,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,31,4500
90136,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,31,4500
90172,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,31,6423
90176,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,31,6744
90177,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,31,6744
90186,SpiceJet,SG-468,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.67,31,7746
90187,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,31,8116
90188,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,31,8417
90189,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,31,9677
90190,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,31,9849
90243,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,32,3466
90246,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,32,3466
90258,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,32,3754
90259,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,32,3754
90361,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,32,4500
90362,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,32,4500
90365,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,32,4500
90398,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,32,6423
90402,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,32,6324
90403,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,32,6324
90408,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,32,7053
90409,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,32,7053
90414,SpiceJet,SG-468,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.67,32,7746
90415,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,32,8116
90416,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,32,9849
90464,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,33,3466
90467,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,33,3466
90477,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,33,3754
90478,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,33,3754
90586,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,33,4500
90587,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,33,4500
90590,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,33,4500
90618,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,33,6423
90622,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,33,6423
90624,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,33,6737
90626,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,33,7164
90627,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,33,7164
90632,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,33,8116
90633,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,33,9849
90634,SpiceJet,SG-209,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.83,33,9902
90682,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,34,3466
90687,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,34,3754
90688,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,34,3754
90723,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,34,4025
90795,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,34,4500
90796,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,34,4500
90799,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,34,4500
90822,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,34,6423
90823,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,19.25,34,6423
90837,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,34,7053
90839,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,34,7164
90840,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,34,7164
90846,SpiceJet,SG-468,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.67,34,7746
90850,SpiceJet,SG-3023,Bangalore,Morning,one,Evening,Delhi,Economy,10.17,34,8116
90851,SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,34,9849
90894,SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,35,3466
90908,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,18.33,35,3754
90909,SpiceJet,SG-4009,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.92,35,3754
90938,SpiceJet,SG-531,Bangalore,Morning,one,Evening,Delhi,Economy,9.42,35,4025
90989,SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,35,4500
90990,SpiceJet,SG-136,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,35,4500
90993,SpiceJet,SG-535,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,35,4500
91031,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.0,35,6423
91032,SpiceJet,SG-3027,Bangalore,Early_Morning,one,Night,Delhi,Economy,16.42,35,6423
91035,SpiceJet,SG-768,Bangalore,Afternoon,one,Night,Delhi,Economy,5.5,35,6324
91036,SpiceJet,SG-768,Bangalore,Afternoon,one,Morning,Delhi,Economy,19.58,35,6324
